LemonEntry,partOfSpeech,writtenFormInfinitive,writtenForm3rdPresent,writtenFormPast,writtenFormPerfect,SyntacticFrame,subject,directObject,sense,reference,domain,range,passivePreposition
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
promovieren,verb,promovieren,promoviert,promovierte,promoviert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
finden,verb,finden,findet,fand,gefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erfolgen,verb,erfolgen,erfolgt,erfolgte,erfolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
handeln,verb,handeln,handelt,handelte,gehandelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
basieren,verb,basieren,basiert,basierte,basiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
hören,verb,hören,hört,hörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
fertigstellen,verb,fertigstellen,fertigstellt,fertigstellte,fertiggestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erleben,verb,erleben,erlebt,erlebte,erlebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
führen,verb,führen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
behandeln,verb,behandeln,behandelt,behandelte,behandelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erhalten,verb,erhalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bearbeiten,verb,bearbeiten,bearbeitet,bearbeitete,bearbeitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
widmen,verb,widmen,widmet,widmete,gewidmet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erzählen,verb,erzählen,erzählt,erzählte,erzählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
thematisieren,verb,thematisieren,thematisiert,thematisierte,thematisiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
publizieren,verb,publizieren,publiziert,publizierte,publiziert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bilden,verb,bilden,bildet,bildete,gebildet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
zeigen,verb,zeigen,zeigt,zeigte,gezeigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
beschreiben,verb,beschreiben,beschreibt,beschrieb,beschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
geben,verb,geben,gibt,gab,gegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
komponieren,verb,komponieren,komponiert,komponierte,komponiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
denken,verb,denken,denkt,dachte,gedacht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
beruhen,verb,beruhen,beruht,beruhte,beruht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
entwickeln,verb,entwickeln,entwickelt,entwickelte,entwickelt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
entwerfen,verb,entwerfen,entwirft,entwarf,entworfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
entwerfen,verb,entwerfen,entwirft,entwarf,entworfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
basieren,verb,basieren,basiert,basierte,basiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
ermöglichen,verb,ermöglichen,ermöglicht,ermöglichte,ermöglicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
erstellen,verb,erstellen,erstellt,erstellte,erstellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
orientieren,verb,orientieren,orientiert,orientierte,orientiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
definieren,verb,definieren,definiert,definierte,definiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
erlauben,verb,erlauben,erlaubt,erlaubte,erlaubt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
schreiben,verb,schreiben,schreibt,schrieb,geschrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
unterstützen,verb,unterstützen,unterstützt,unterstützte,unterstützt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
enthalten,verb,enthalten,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
veröffentlichen,verb,veröffentlichen,veröffentlicht,veröffentlichte,veröffentlicht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
bieten,verb,bieten,bietet,bot,geboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influencedBy,http://dbpedia.org/ontology/Person,http://dbpedia.org/ontology/Person,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/influenced,http://dbpedia.org/ontology/Artist,http://dbpedia.org/ontology/Artist,von
vereinigen,verb,vereinigen,vereinigt,vereinigte,vereinigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
wenden,verb,wenden,wendet,wandte,gewandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
erschließen,verb,erschließen,erschließt,erschloss,erschlossen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
übergehen,verb,übergehen,übergeht,überging,übergegangen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
treffen,verb,treffen,trifft,traf,getroffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/crosses,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/River,von
konstruieren,verb,konstruieren,konstruiert,konstruierte,konstruiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
einsetzen,verb,einsetzen,einsetzt,einsetzte,eingesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bauen,verb,bauen,baut,baute,gebaut,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
fahren,verb,fahren,fährt,fuhr,gefahren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
stellen,verb,stellen,stellt,stellte,gestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
getextet,verb,getextet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
getextet,verb,getextet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
aufnehmen,verb,aufnehmen,aufnimmt,aufnahm,aufgenommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
stammen,verb,stammen,stammt,stammte,gestammt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verwenden,verb,verwenden,verwendet,verwandte,verwandt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
belegen,verb,belegen,belegt,belegte,belegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
zählen,verb,zählen,zählt,zählte,gezählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
angeben,verb,angeben,angibt,angab,angegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
interpretieren,verb,interpretieren,interpretiert,interpretierte,interpretiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
geben,verb,geben,gibt,gab,gegeben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
singen,verb,singen,singt,sang,gesungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
vertreten,verb,vertreten,vertritt,vertrat,vertreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
drehen,verb,drehen,dreht,drehte,gedreht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
singen,verb,singen,singt,sang,gesungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
bleiben,verb,bleiben,bleibt,blieb,geblieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
schaffen,verb,schaffen,schafft,schaffte,geschafft,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
lieben,verb,lieben,liebt,liebte,geliebt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
avanciert,verb,avanciert,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
vertreten,verb,vertreten,vertritt,vertrat,vertreten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
übernehmen,verb,übernehmen,übernimmt,übernahm,übernommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
beziehen,verb,beziehen,bezieht,bezog,bezogen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
singen,verb,singen,singt,sang,gesungen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
fungieren,verb,fungieren,fungiert,fungierte,fungiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
existieren,verb,existieren,existiert,existierte,existiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erwerben,verb,erwerben,erwirbt,erwarb,erworben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
beschäftigen,verb,beschäftigen,beschäftigt,beschäftigte,beschäftigt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
wirken,verb,wirken,wirkt,wirkte,gewirkt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
erklären,verb,erklären,erklärt,erklärte,erklärt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
beteiligen,verb,beteiligen,beteiligt,beteiligte,beteiligt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
halten,verb,halten,hält,hielt,gehalten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
auswählen,verb,auswählen,auswählt,auswählte,ausgewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
folgen,verb,folgen,folgt,folgte,gefolgt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
arrangieren,verb,arrangieren,arrangiert,arrangierte,arrangiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
aufgreifen,verb,aufgreifen,aufgreift,aufgriff,aufgegriffen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
darstellen,verb,darstellen,darstellt,darstellte,dargestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
inspirieren,verb,inspirieren,inspiriert,inspirierte,inspiriert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
ausstrahlen,verb,ausstrahlen,ausstrahlt,ausstrahlte,ausgestrahlt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
lieb,verb,lieb,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
vorstellen,verb,vorstellen,vorstellt,vorstellte,vorgestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
suchen,verb,suchen,sucht,suchte,gesucht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bringen,verb,bringen,bringt,brachte,gebracht,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
wählen,verb,wählen,wählt,wählte,gewählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
setzen,verb,setzen,setzt,setzte,gesetzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
arrangieren,verb,arrangieren,arrangiert,arrangierte,arrangiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/musicComposer,http://dbpedia.org/ontology/Film,http://dbpedia.org/ontology/Person,von
planen,verb,planen,plant,plante,geplant,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
holen,verb,holen,holt,holte,geholt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
verlieren,verb,verlieren,verliert,verlor,verloren,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
loben,verb,loben,lobt,lobte,gelobt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
nehmen,verb,nehmen,nimmt,nahm,genommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
vertreiben,verb,vertreiben,vertreibt,vertrieb,vertrieben,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
arrangieren,verb,arrangieren,arrangiert,arrangierte,arrangiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
heißen,verb,heißen,heißt,hieß,geheißen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
gelangt,verb,gelangt,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bekommen,verb,bekommen,bekommt,bekam,bekommen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
belegen,verb,belegen,belegt,belegte,belegt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/writer,http://dbpedia.org/ontology/Song,http://dbpedia.org/ontology/Person,von
getextet,verb,getextet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
begleiten,verb,begleiten,begleitet,begleitete,begleitet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
präsentieren,verb,präsentieren,präsentiert,präsentierte,präsentiert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/author,http://dbpedia.org/ontology/Book,http://dbpedia.org/ontology/Person,von
bedeuten,verb,bedeuten,bedeutet,bedeutete,bedeutet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
bieten,verb,bieten,bietet,bot,geboten,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
entwerfen,verb,entwerfen,entwirft,entwarf,entworfen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
befinden,verb,befinden,befindet,befand,befunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
nennen,verb,nennen,nennt,nannte,genannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
errichten,verb,errichten,errichtet,errichtete,errichtet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
bezeichnen,verb,bezeichnen,bezeichnet,bezeichnete,bezeichnet,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
nutzen,verb,nutzen,nutzt,nutzte,genutzt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
tragen,verb,tragen,trägt,trug,getragen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
eröffnet,verb,eröffnet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
zählen,verb,zählen,zählt,zählte,gezählt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
benennen,verb,benennen,benennt,benannte,benannt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
finden,verb,finden,findet,fand,gefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
eröffnet,verb,eröffnet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
gehören,verb,gehören,gehört,gehörte,gehört,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
heißen,verb,heißen,heißt,hieß,geheißen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
stattfinden,verb,stattfinden,stattfindet,stattfand,stattgefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
planen,verb,planen,plant,plante,geplant,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
renovieren,verb,renovieren,renoviert,renovierte,renoviert,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/operator,http://dbpedia.org/ontology/Company,http://dbpedia.org/ontology/LaunchPad,von
lösen,verb,lösen,löst,löste,gelöst,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
beheimatet,verb,beheimatet,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
heißen,verb,heißen,heißt,hieß,geheißen,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
dienen,verb,dienen,dient,diente,gedient,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
fertigstellen,verb,fertigstellen,fertigstellt,fertigstellte,fertiggestellt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
belaufen,verb,belaufen,,,,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
verfügen,verb,verfügen,verfügt,verfügte,verfügt,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
stattfinden,verb,stattfinden,stattfindet,stattfand,stattgefunden,TransitiveFrame,range,domain,1,http://dbpedia.org/ontology/architect,http://dbpedia.org/ontology/Bridge,http://dbpedia.org/ontology/Person,von
