QALD id,match status,QALD question,QueGG question,comment,QALD SPARQL query,QueGG SPARQL query,TP,FP,FN,Precision,Recall,F-Measure
190,0.8571428571,In which U.S. state is Fort Knox located?,"""in which place is Fort Knox located?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 res:Fort_Knox dbp:location ?uri .
 ?uri dbo:country res:United_States .
}","""select ?o 
{
 <http://dbpedia.org/resource/Fort_Knox> <http://dbpedia.org/property/location> ?o . 
}""",1,0,0,1,1,1
191,1,Where is Syngman Rhee buried?,"""Where is Syngman Rhee buried?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/Syngman_Rhee> <http://dbpedia.org/ontology/restingPlace> ?o . 
}""",3,0,0,1,1,1
192,0.9450549451,What is the timezone in San Pedro de Atacama?,"""What is the time zone of San Pedro de Atacama?""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/San_Pedro_de_Atacama> <http://dbpedia.org/ontology/timeZone> ?o . 
}""",1,0,0,1,1,1
193,0,To which artistic movement did the painter of The Three Dancers belong?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Three_Dancers> <http://dbpedia.org/ontology/author> ?person . ?person <http://dbpedia.org/ontology/movement> ?uri . },,0,0,2,0,0,0
194,0.7580645161,Which scientist is known for the Manhattan Project and the Nobel Peace Prize?,"""which Scientist is known for Manhattan Project?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:knownFor res:Manhattan_Project .
 ?uri rdf:type dbo:Scientist .
 ?uri dbo:knownFor res:Nobel_Peace_Prize .
}","""select ?s 
{
 ?s <http://dbpedia.org/ontology/knownFor> <http://dbpedia.org/resource/Manhattan_Project> . 
}""",0,26,0,0,0,0
195,0.8837209302,Show me all books in Asimov's Foundation series.,"""show me all books in Foundation series""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . },"""select ?s 
{
 ?s <http://dbpedia.org/ontology/series> <http://dbpedia.org/resource/Foundation_series> . 
}""",12,0,0,1,1,1
196,0,Give me all cities in New Jersey with more than 100000 inhabitants.,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX dbp: <http://dbpedia.org/property/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri 
WHERE {
 ?uri rdf:type dbo:City .
 ?uri dbo:isPartOf res:New_Jersey .
 ?uri dbp:populationTotal ?inhabitants .
 FILTER (?inhabitants > 100000) .
}",,0,0,0,0,0,0
197,0,Which museum in New York has the most visitors?,,,SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Museum> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/New_York_City> . ?uri <http://dbpedia.org/ontology/numberOfVisitors> ?num . } ORDER BY DESC(?num) OFFSET 0 LIMIT 1,,0,0,1,0,0,0
198,0.9444444444,How high is the Yokohama Marine Tower?,"""How high is Yokohama Marine Tower?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?num
WHERE {
 res:Yokohama_Marine_Tower dbo:height ?num .
}","""select ?o 
{
 <http://dbpedia.org/resource/Yokohama_Marine_Tower> <http://dbpedia.org/ontology/height> ?o . 
}""",1,0,0,1,1,1
199,0,Does the new Battlestar Galactica series have more episodes than the old one?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
ASK 
WHERE {
 <http://dbpedia.org/resource/Battlestar_Galactica_%281978_TV_series%29> dbo:numberOfEpisodes ?x .
 <http://dbpedia.org/resource/Battlestar_Galactica_%282004_TV_series%29> dbo:numberOfEpisodes ?y .
 FILTER (?y > ?x)
}",,0,0,1,0,0,0
200,0.9846153846,Who is the youngest Darts player?,"""Who is the youngest DartsPlayer?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
SELECT DISTINCT ?uri
WHERE {
 ?uri rdf:type dbo:DartsPlayer .
 ?uri dbo:birthDate ?date .
}
ORDER BY DESC(?date)
OFFSET 0 LIMIT 1","""SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/DartsPlayer> . ?subjOfProp <http://dbpedia.org/ontology/birthDate> ?num . 
} ORDER BY DESC(?num) LIMIT 1""",1,0,0,1,1,1
201,0.8101265823,Who developed the video game World of Warcraft?,"""Who developed World of Warcraft?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri 
WHERE {
 res:World_of_Warcraft dbo:developer ?uri . 
}","""select ?o 
{
 <http://dbpedia.org/resource/World_of_Warcraft> <http://dbpedia.org/ontology/developer> ?o . 
}""",1,0,0,1,1,1
202,0.8,Who was the pope that founded the Vatican Media?,"""Who was the founder of Vatican Media?""",,"PREFIX dbo: <http://dbpedia.org/ontology/> 
PREFIX res: <http://dbpedia.org/resource/> 
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> 
SELECT ?uri 
WHERE { 
 ?uri rdf:type dbo:Pope . 
 res:Vatican_Media dbo:foundedBy ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Vatican_Media> <http://dbpedia.org/ontology/foundedBy> ?o . 
}""",1,0,0,1,1,1
203,0.9863013699,Who composed the music for Dead Fish?,"""Who compose the music for Dead Fish?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/>
SELECT DISTINCT ?uri 
WHERE {
 res:Dead_Fish dbo:musicComposer ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Dead_Fish> <http://dbpedia.org/ontology/musicComposer> ?o . 
}""",1,0,0,1,1,1
204,0.9230769231,Give me all members of Prodigy.,"""Give me all members of The Prodigy""",,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?uri . },"""select ?o 
{
 <http://dbpedia.org/resource/The_Prodigy> <http://dbpedia.org/ontology/bandMember> ?o . 
}""",2,0,0,1,1,1
205,0,Who is starring in Spanish movies produced by Benicio del Toro?,,,SELECT DISTINCT ?uri WHERE { ?film <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Film> . ?film <http://dbpedia.org/ontology/country> <http://dbpedia.org/resource/Spain> . ?film <http://dbpedia.org/ontology/producer> <http://dbpedia.org/resource/Benicio_del_Toro> . ?film <http://dbpedia.org/ontology/starring> ?uri . ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Person> . },,0,0,1,0,0,0
206,0,Which subsidiary of TUI Travel serves both Glasgow and Dublin?,,,SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/TUI_Travel> <http://dbpedia.org/ontology/subsidiary> ?uri . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Glasgow_Airport> . ?uri <http://dbpedia.org/ontology/targetAirport> <http://dbpedia.org/resource/Dublin_Airport> . },,0,0,1,0,0,0
207,1,In which country is Mecca located?,"""in which country is Mecca located?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri 
WHERE { 
 res:Mecca dbo:country ?uri .
}","""select ?o 
{
 <http://dbpedia.org/resource/Mecca> <http://dbpedia.org/ontology/country> ?o . 
}""",1,0,0,1,1,1
208,1,How many languages are spoken in Colombia?,"""How many languages are spoken in Colombia?""",,SELECT (COUNT(DISTINCT ?uri) as ?c) WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Language> . <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?uri . },"""select (COUNT(DISTINCT ?objOfProp) as ?c) WHERE 
{
 <http://dbpedia.org/resource/Colombia> <http://dbpedia.org/ontology/language> ?objOfProp . 
}""",1,0,0,1,1,1
209,1,What is the biggest stadium in Spain?,"""What is the biggest stadium in Spain?""",,SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Stadium> . ?uri <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?uri <http://dbpedia.org/ontology/seatingCapacity> ?n . } ORDER BY DESC(?n) OFFSET 0 LIMIT 1,"""SELECT DISTINCT ?subjOfProp WHERE 
{
 ?subjOfProp <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/Stadium> . ?subjOfProp <http://dbpedia.org/ontology/location> <http://dbpedia.org/resource/Spain> . ?subjOfProp <http://dbpedia.org/ontology/seatingCapacity> ?num . 
} ORDER BY DESC(?num) LIMIT 1""",1,0,0,1,1,1
210,0.925,Which actors were born on the Philippines?,"""which actors were born in Philippines?""",,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:occupation res:Actor .
 ?uri dbo:birthPlace res:Philippines .
}","""select ?s 
{
 ?s <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Philippines> . ?s <http://dbpedia.org/ontology/occupation> <http://dbpedia.org/resource/Actor> . 
}""",238,0,0,1,1,1
211,0.9898989899,What are the boroughs of Indiana township trustee?,"""What are the borough of Indiana township trustee?""",,SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Indiana_township_trustee> . },"""select ?s 
{
 ?s <http://dbpedia.org/ontology/governmentType> <http://dbpedia.org/resource/Indiana_township_trustee> . 
}""",1005,0,0,1,1,1
212,0,Is Cola a beverage?,,,"PREFIX dbo: <http://dbpedia.org/ontology/>
PREFIX res: <http://dbpedia.org/resource/>
PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#>
ASK 
WHERE {
 res:Cola rdf:type dbo:Beverage .
}",,0,0,1,0,0,0
213,1,When did Elisabeth of Saxony die?,"""When did Elisabeth of Saxony die?""",,SELECT DISTINCT ?d WHERE { <http://dbpedia.org/resource/Elisabeth_of_Saxony> <http://dbpedia.org/ontology/deathDate> ?d . },"""select ?o 
{
 <http://dbpedia.org/resource/Elisabeth_of_Saxony> <http://dbpedia.org/ontology/deathDate> ?o . 
}""",1,0,0,1,1,1
214,0.8684210526,Where in France is sparkling wine produced?,"""Where is Sparkling wine produced?""",,"PREFIX res: <http://dbpedia.org/resource/>
PREFIX dbo: <http://dbpedia.org/ontology/> 
SELECT DISTINCT ?uri
WHERE {
 ?uri dbo:wineProduced res:Sparkling_wine .
 ?uri dbo:location res:France .
}","""select ?o 
{
 <http://dbpedia.org/resource/Sparkling_wine> <http://dbpedia.org/ontology/wineProduced> ?o . 
}""",0,0,1,0,0,0
,,,,,,overall result,1677,421,120,0.7993326978,0.9332220367,0.8611039795
,,,,,,average result,,,,0.6095324689,0.6304778798,0.6117577029
,,,,,,,TP,FP,FN,Precision,Recall,F-Measure
,,,,,,Total matches: 176,,,,,,
,,,,,,QALD coverage: 81.86%,,,,,,
