LemonEntry,partOfSpeech,writtenForm,SyntacticFrame,copulativeSubject,attributiveArg,sense,reference,owl:onProperty,owl:hasValue,domain,range,question (attributive use),sparql1,question2 (predicative use),sparql2
Singaporean_179,adjective,Singaporean,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Singapore,dbo:Film,dbo:Film,"Give me Singaporean (dbo:country res:Singapore)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Singapore. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Singaporean (dbo:country res:Singapore)?",
Singaporean_180,adjective,Singaporean,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Singapore,dbo:Film,dbo:Film,"Give me Singaporean (dbo:nationality res:Singapore)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Singapore. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Singaporean (dbo:nationality res:Singapore)?",
Slovak_181,adjective,Slovak,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Slovakia,dbo:Film,dbo:Film,"Give me Slovak (dbo:country res:Slovakia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Slovakia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Slovak (dbo:country res:Slovakia)?",
Slovak_182,adjective,Slovak,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Slovakia,dbo:Film,dbo:Film,"Give me Slovak (dbo:nationality res:Slovakia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Slovakia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Slovak (dbo:nationality res:Slovakia)?",
South-African_183,adjective,South African,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:South_Africa,dbo:Film,dbo:Film,"Give me South African (dbo:country res:South_Africa)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:South_Africa. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is South African (dbo:country res:South_Africa)?",
South-African_184,adjective,South African,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:South_Africa,dbo:Film,dbo:Film,"Give me South African (dbo:nationality res:South_Africa)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:South_Africa. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is South African (dbo:nationality res:South_Africa)?",
Korean_185,adjective,Korean,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:South_Korea,dbo:Film,dbo:Film,"Give me Korean (dbo:country res:South_Korea)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:South_Korea. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Korean (dbo:country res:South_Korea)?",
Korean_186,adjective,Korean,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:South_Korea,dbo:Film,dbo:Film,"Give me Korean (dbo:nationality res:South_Korea)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:South_Korea. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Korean (dbo:nationality res:South_Korea)?",
Spanish_187,adjective,Spanish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Spain,dbo:Film,dbo:Film,"Give me Spanish (dbo:country res:Spain)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Spain. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Spanish (dbo:country res:Spain)?",
Spanish_188,adjective,Spanish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Spain,dbo:Film,dbo:Film,"Give me Spanish (dbo:nationality res:Spain)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Spain. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Spanish (dbo:nationality res:Spain)?",
Sri-Lankan_189,adjective,Sri Lankan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Sri_Lanka,dbo:Film,dbo:Film,"Give me Sri Lankan (dbo:country res:Sri_Lanka)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Sri_Lanka. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Sri Lankan (dbo:country res:Sri_Lanka)?",
Sri-Lankan_190,adjective,Sri Lankan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Sri_Lanka,dbo:Film,dbo:Film,"Give me Sri Lankan (dbo:nationality res:Sri_Lanka)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Sri_Lanka. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Sri Lankan (dbo:nationality res:Sri_Lanka)?",
Sudanese_191,adjective,Sudanese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Sudan,dbo:Film,dbo:Film,"Give me Sudanese (dbo:country res:Sudan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Sudan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Sudanese (dbo:country res:Sudan)?",
Sudanese_192,adjective,Sudanese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Sudan,dbo:Film,dbo:Film,"Give me Sudanese (dbo:nationality res:Sudan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Sudan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Sudanese (dbo:nationality res:Sudan)?",
Swedish_193,adjective,Swedish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Sweden,dbo:Film,dbo:Film,"Give me Swedish (dbo:country res:Sweden)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Sweden. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Swedish (dbo:country res:Sweden)?",
Swedish_194,adjective,Swedish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Sweden,dbo:Film,dbo:Film,"Give me Swedish (dbo:nationality res:Sweden)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Sweden. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Swedish (dbo:nationality res:Sweden)?",
Swiss_195,adjective,Swiss,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Switzerland,dbo:Film,dbo:Film,"Give me Swiss (dbo:country res:Switzerland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Switzerland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Swiss (dbo:country res:Switzerland)?",
Swiss_196,adjective,Swiss,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Switzerland,dbo:Film,dbo:Film,"Give me Swiss (dbo:nationality res:Switzerland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Switzerland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Swiss (dbo:nationality res:Switzerland)?",
Syrian_197,adjective,Syrian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Syria,dbo:Film,dbo:Film,"Give me Syrian (dbo:country res:Syria)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Syria. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Syrian (dbo:country res:Syria)?",
Syrian_198,adjective,Syrian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Syria,dbo:Film,dbo:Film,"Give me Syrian (dbo:nationality res:Syria)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Syria. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Syrian (dbo:nationality res:Syria)?",
Taiwanese_199,adjective,Taiwanese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Taiwan,dbo:Film,dbo:Film,"Give me Taiwanese (dbo:country res:Taiwan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Taiwan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Taiwanese (dbo:country res:Taiwan)?",
Taiwanese_200,adjective,Taiwanese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Taiwan,dbo:Film,dbo:Film,"Give me Taiwanese (dbo:nationality res:Taiwan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Taiwan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Taiwanese (dbo:nationality res:Taiwan)?",
Tajikistani_201,adjective,Tajikistani,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Tajikistan,dbo:Film,dbo:Film,"Give me Tajikistani (dbo:country res:Tajikistan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Tajikistan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Tajikistani (dbo:country res:Tajikistan)?",
Tajikistani_202,adjective,Tajikistani,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Tajikistan,dbo:Film,dbo:Film,"Give me Tajikistani (dbo:nationality res:Tajikistan)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Tajikistan. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Tajikistani (dbo:nationality res:Tajikistan)?",
Thai_203,adjective,Thai,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Thailand,dbo:Film,dbo:Film,"Give me Thai (dbo:country res:Thailand)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Thailand. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Thai (dbo:country res:Thailand)?",
Thai_204,adjective,Thai,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Thailand,dbo:Film,dbo:Film,"Give me Thai (dbo:nationality res:Thailand)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Thailand. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Thai (dbo:nationality res:Thailand)?",
Tongan_205,adjective,Tongan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Tonga,dbo:Film,dbo:Film,"Give me Tongan (dbo:country res:Tonga)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Tonga. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Tongan (dbo:country res:Tonga)?",
Tongan_206,adjective,Tongan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Tonga,dbo:Film,dbo:Film,"Give me Tongan (dbo:nationality res:Tonga)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Tonga. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Tongan (dbo:nationality res:Tonga)?",
Tunisian_207,adjective,Tunisian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Tunisia,dbo:Film,dbo:Film,"Give me Tunisian (dbo:country res:Tunisia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Tunisia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Tunisian (dbo:country res:Tunisia)?",
Tunisian_208,adjective,Tunisian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Tunisia,dbo:Film,dbo:Film,"Give me Tunisian (dbo:nationality res:Tunisia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Tunisia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Tunisian (dbo:nationality res:Tunisia)?",
Turkish_209,adjective,Turkish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Turkey,dbo:Film,dbo:Film,"Give me Turkish (dbo:country res:Turkey)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Turkey. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Turkish (dbo:country res:Turkey)?",
Turkish_210,adjective,Turkish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Turkey,dbo:Film,dbo:Film,"Give me Turkish (dbo:nationality res:Turkey)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Turkey. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Turkish (dbo:nationality res:Turkey)?",
Ukrainian_211,adjective,Ukrainian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Ukraine,dbo:Film,dbo:Film,"Give me Ukrainian (dbo:country res:Ukraine)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Ukraine. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Ukrainian (dbo:country res:Ukraine)?",
Ukrainian_212,adjective,Ukrainian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Ukraine,dbo:Film,dbo:Film,"Give me Ukrainian (dbo:nationality res:Ukraine)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Ukraine. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Ukrainian (dbo:nationality res:Ukraine)?",
Emirati_213,adjective,Emirati,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:United_Arab_Emirates,dbo:Film,dbo:Film,"Give me Emirati (dbo:country res:United_Arab_Emirates)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:United_Arab_Emirates. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Emirati (dbo:country res:United_Arab_Emirates)?",
Emirati_214,adjective,Emirati,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:United_Arab_Emirates,dbo:Film,dbo:Film,"Give me Emirati (dbo:nationality res:United_Arab_Emirates)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:United_Arab_Emirates. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Emirati (dbo:nationality res:United_Arab_Emirates)?",
Uruguayan_215,adjective,Uruguayan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Uruguay,dbo:Film,dbo:Film,"Give me Uruguayan (dbo:country res:Uruguay)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Uruguay. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Uruguayan (dbo:country res:Uruguay)?",
Uruguayan_216,adjective,Uruguayan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Uruguay,dbo:Film,dbo:Film,"Give me Uruguayan (dbo:nationality res:Uruguay)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Uruguay. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Uruguayan (dbo:nationality res:Uruguay)?",
Venezuelan_217,adjective,Venezuelan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Venezuela,dbo:Film,dbo:Film,"Give me Venezuelan (dbo:country res:Venezuela)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Venezuela. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Venezuelan (dbo:country res:Venezuela)?",
Venezuelan_218,adjective,Venezuelan,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Venezuela,dbo:Film,dbo:Film,"Give me Venezuelan (dbo:nationality res:Venezuela)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Venezuela. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Venezuelan (dbo:nationality res:Venezuela)?",
Vietnamese_219,adjective,Vietnamese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Vietnam,dbo:Film,dbo:Film,"Give me Vietnamese (dbo:country res:Vietnam)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Vietnam. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Vietnamese (dbo:country res:Vietnam)?",
Vietnamese_220,adjective,Vietnamese,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Vietnam,dbo:Film,dbo:Film,"Give me Vietnamese (dbo:nationality res:Vietnam)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Vietnam. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Vietnamese (dbo:nationality res:Vietnam)?",
Welsh_221,adjective,Welsh,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Wales,dbo:Film,dbo:Film,"Give me Welsh (dbo:country res:Wales)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Wales. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Welsh (dbo:country res:Wales)?",
Welsh_222,adjective,Welsh,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Wales,dbo:Film,dbo:Film,"Give me Welsh (dbo:nationality res:Wales)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Wales. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Welsh (dbo:nationality res:Wales)?",
Zambian_223,adjective,Zambian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Zambia,dbo:Film,dbo:Film,"Give me Zambian (dbo:country res:Zambia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Zambia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Zambian (dbo:country res:Zambia)?",
Zambian_224,adjective,Zambian,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Zambia,dbo:Film,dbo:Film,"Give me Zambian (dbo:nationality res:Zambia)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Zambia. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Zambian (dbo:nationality res:Zambia)?",
Zimbabwean_225,adjective,Zimbabwean,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Zimbabwe,dbo:Film,dbo:Film,"Give me Zimbabwean (dbo:country res:Zimbabwe)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Zimbabwe. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Zimbabwean (dbo:country res:Zimbabwe)?",
Zimbabwean_226,adjective,Zimbabwean,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Zimbabwe,dbo:Film,dbo:Film,"Give me Zimbabwean (dbo:nationality res:Zimbabwe)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Zimbabwe. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Zimbabwean (dbo:nationality res:Zimbabwe)?",
Dutch_227,adjective,Dutch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Netherlands,dbo:Film,dbo:Film,"Give me Dutch (dbo:country res:Netherlands)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Netherlands. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Dutch (dbo:country res:Netherlands)?",
Dutch_228,adjective,Dutch,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Netherlands,dbo:Film,dbo:Film,"Give me Dutch (dbo:nationality res:Netherlands)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Netherlands. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Dutch (dbo:nationality res:Netherlands)?",
French_229,adjective,French,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:France,dbo:Film,dbo:Film,"Give me French (dbo:country res:France)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:France. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is French (dbo:country res:France)?",
French_230,adjective,French,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:France,dbo:Film,dbo:Film,"Give me French (dbo:nationality res:France)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:France. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is French (dbo:nationality res:France)?",
Welsh-/-English_231,adjective,Welsh,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:United_Kingdom,dbo:Film,dbo:Film,"Give me Welsh (dbo:country res:United_Kingdom)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:United_Kingdom. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Welsh (dbo:country res:United_Kingdom)?",
Welsh-/-English_232,adjective,Welsh,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:United_Kingdom,dbo:Film,dbo:Film,"Give me Welsh (dbo:nationality res:United_Kingdom)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:United_Kingdom. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Welsh (dbo:nationality res:United_Kingdom)?",
Spanish_233,adjective,Spanish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Argentinian,dbo:Film,dbo:Film,"Give me Spanish (dbo:country res:Argentinian)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Argentinian. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Spanish (dbo:country res:Argentinian)?",
Spanish_234,adjective,Spanish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Argentinian,dbo:Film,dbo:Film,"Give me Spanish (dbo:nationality res:Argentinian)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Argentinian. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Spanish (dbo:nationality res:Argentinian)?",
English_235,adjective,English,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:United_Kingdom,dbo:Film,dbo:Film,"Give me English (dbo:country res:United_Kingdom)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:United_Kingdom. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is English (dbo:country res:United_Kingdom)?",
English_236,adjective,English,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:United_Kingdom,dbo:Film,dbo:Film,"Give me English (dbo:nationality res:United_Kingdom)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:United_Kingdom. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is English (dbo:nationality res:United_Kingdom)?",
Irish-/-English_237,adjective,Irish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:country,res:Ireland,dbo:Film,dbo:Film,"Give me Irish (dbo:country res:Ireland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:country res:Ireland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Irish (dbo:country res:Ireland)?",
Irish-/-English_238,adjective,Irish,AdjectiveAttributiveFrame,PredSynArg,AttrSynArg,1,owl:Restriction,dbo:nationality,res:Ireland,dbo:Film,dbo:Film,"Give me Irish (dbo:nationality res:Ireland)(dbo:Film,X).",SELECT ?isA WHERE { ?isA dbo:nationality res:Ireland. ?isA dbo:Film},"which (dbo:Film,X)  (dbo:Film ) is Irish (dbo:nationality res:Ireland)?",
